NAME;LABEL
23.85.30.11.14;Centralized Code Reading Systems
23.85.30.11.17;Electronic Key Systems
23.85.30.11.21;Pressure Mats
23.85.30.11.24;Micro-Switch Contacts for Doors and Windows
23.85.30.11.27;Door Answering
23.85.30.11.31;Security Access
23.85.30.14;Presence Detection/Registration
23.85.30.14.11;Clocking-In and Recording
23.85.30.14.14;Movement/Vibration Detection
23.85.30.14.17;Break-Glass Detection
23.85.30.14.21;Surveillance Mirrors
23.85.30.14.24;Manual Alert Control
23.85.30.14.27;Microwave Detectors
23.85.30.14.31;Infra-Red Radiation Detectors
23.85.30.14.34;Door Bells, Buzzers
23.85.30.17;Closed Circuit Guarding Systems
23.85.30.17.11;Closed Circuit TV Systems
23.85.30.17.14;Video Surveillance
23.85.30.17.17;Closed Circuit Television Recorders
23.85.30.17.17.11;Analog Closed Circuit Television Recorders
23.85.30.17.17.14;Digital Closed Circuit Television Recorders
23.85.30.21;Environmental Detection/Registration
23.85.30.21.11;Fire Detection, Monitoring and Alarm
23.85.30.21.11.11;Fire/Smoke Detectors
23.85.30.21.11.11.11;Smoke Detectors
23.85.30.21.11.11.14;Inonization Detectors
23.85.30.21.11.11.17;Temperature Monitors
23.85.30.21.11.14;Alarm Panels
23.85.30.21.11.17;Other Components
23.85.30.21.14;Concentration Detection Components
23.85.30.21.14.11;Concentration Detection Bells and Sounders
23.85.30.21.14.14;Concentration Detection Alarm Glasses
23.85.30.21.14.99;Other Concentration Detection Components
23.85.30.24;Emergency Call Systems
23.85.30.24.11;Call Systems for the Disabled
23.85.30.24.14;Nurse Call Systems
23.85.30.27;Built-In Failure Detection
23.85.30.27.11;Infiltration Detection
23.85.30.27.14;Service Leak Detection
23.85.30.27.14.11;Gas Leak Detection Agents
23.85.30.27.14.14;Water Leak Detection
23.85.50.00;Communication Systems
23.85.50.11;Communication Circuits
23.85.50.14;Telephone and Intercommunication Equipment
23.85.50.14.11;Single Line Telephone Systems
23.85.50.14.14;Multiple Line Telephone Systems
23.85.50.14.17;Telephone Equipment
23.85.50.14.21;Intercommunication Equipment
23.85.50.17;Communication and Data Processing Equipment
23.85.50.17.11;Computer Network Equipment
23.85.50.17.11.11;Computer Servers
23.85.50.17.11.14;Network Switchers
23.85.50.17.11.17;Network Routers
23.85.50.21;Cable Transmission and Reception Equipment
23.85.50.21.11;Cable Transmission and Reception Amplifiers
23.85.50.21.14;Cable Transmission and Reception Modulators
23.85.50.21.17;Cable Transmission and Reception Control Equipment
23.85.50.24;Broadcast Transmission and Reception Equipment
23.85.50.24.11;Broadcast Transmitters
23.85.50.24.14;Broadcast Antennas
23.85.50.24.17;Broadcast Amplifiers
23.85.50.24.21;Broadcast Control Equipment
23.85.50.27;Microwave Transmission and Reception Equipment
23.85.50.27.11;Microwave Transmitters
23.85.50.27.14;Microwave Antennas
23.85.50.27.17;Satellite Dishes
23.85.50.27.21;Microwave Amplifiers
23.85.50.27.24;Microwave Receivers
23.85.50.31;Intercom Systems
23.85.50.31.11;Door Entry Telephones
23.85.50.99;Other Communications Systems
23.85.50.99.11;Videophone Systems
23.85.50.99.14;Conference Systems
23.85.50.99.17;Breakdown Call Systems
23.85.80.00;Building Automation and Control
23.85.80.11;Building Controls
23.85.80.11.11;Clock Controls
23.85.80.11.14;Door Controls
23.85.80.11.17;Elevator Monitoring and Controls
23.85.80.11.21;Energy Monitoring and Controls
23.85.80.11.24;Environmental Controls
23.85.80.11.27;Lighting Controls
